file,type,canonical,meta_desc_quality,meta_keywords,hreflang_en,hreflang_ja,hreflang_xd,alt_total,alt_bad,fareharbor_count,trust_badge,size_bytes
guides/electric-beach/index.html,guide,True,good,False,True,True,False,20,14,6,True,105106
guides/index.html,guide,True,good,False,True,True,False,14,12,3,True,67903
guides/kailua-beach-park/index.html,guide,True,good,False,True,True,False,20,14,6,True,111738
guides/kailua-vs-lanikai/index.html,guide,True,good,False,True,True,False,21,15,7,True,190175
guides/lanikai-beach/index.html,guide,True,good,False,True,True,False,20,14,6,True,108261
guides/lanikai-pillbox-hike/index.html,guide,True,good,False,True,True,False,21,15,7,True,191199
guides/oahu-kayak-safety-tide-guide/index.html,guide,False,good,False,True,True,False,2,0,1,True,24215
guides/oahu-wildlife-seabird-sanctuaries-guide/index.html,guide,False,short,False,False,False,False,20,14,8,True,186717
guides/ocean-kayaking-beginners-oahu/index.html,guide,True,good,False,True,True,False,20,14,6,True,104650
guides/sea-turtles-oahu/index.html,guide,True,good,False,True,True,False,20,14,6,True,100512
guides/waimanalo-beach/index.html,guide,True,short,False,True,True,False,20,14,6,True,105949
index.html,other,True,good,True,True,True,False,23,16,8,True,114558
ja/404.html,ja,True,missing,False,True,True,False,13,11,3,False,65483
ja/about-active-oahu-tours/awards/active-oahu-llc-wins-2022-tripadvisor-travelers-choice-award-for-tours-and-activities/index.html,ja,False,short,False,True,True,False,14,11,3,False,77424
ja/about-active-oahu-tours/awards/active-oahu-recognized-one-top-10-hospitality-businesses-world/index.html,ja,False,short,False,True,True,False,14,12,3,False,75784
ja/about-active-oahu-tours/awards/index.html,ja,False,short,False,True,True,False,18,14,3,False,79784
ja/about-active-oahu-tours/index.html,ja,True,good,False,True,True,False,14,12,3,False,72527
ja/active-oahu-llc-wins-2022-tripadvisor-travelers-choice-award-for-tours-and-activities/index.html,ja,False,short,False,True,True,False,14,11,3,False,77476
ja/active-oahu-photo-gallery/index.html,ja,False,short,False,True,True,False,73,65,3,False,75078
ja/activities/aloha-aina-e-bike-adventure/index.html,ja,False,good,False,True,True,False,32,28,9,False,82054
ja/activities/chinamans-hat-kayak-complete-self-guided-tour-guide/index.html,ja,True,short,False,True,True,False,1,0,2,False,17582
ja/activities/chinamans-hat-kayak-rentals/index.html,rentals,True,short,False,True,True,False,0,0,3,False,13950
ja/activities/chinamans-hat-oahu-kayak-tours/index.html,ja,True,short,False,True,True,False,21,18,9,False,92098
ja/activities/chinamans-hat-self-guided-oahu-kayak-tour/index.html,ja,False,good,False,True,True,False,29,22,9,False,82280
ja/activities/destination-yoga/index.html,ja,True,good,False,True,True,False,22,20,9,False,87176
ja/activities/east-oahu-self-guided-kayaking-experience/index.html,ja,False,good,False,True,True,False,31,25,9,False,85044
ja/activities/guided-mokulua-islands-kayak-tour-and-e-bike-adventure/index.html,ja,False,short,False,True,True,False,51,41,9,False,91715
ja/activities/haleiwa-paddleboarding/index.html,ja,False,short,False,True,True,False,24,22,9,False,78169
ja/activities/index.html,ja,False,good,False,True,True,False,39,32,31,False,117905
ja/activities/kahana-rainforest-river-oahu-kayak-tour/index.html,ja,False,short,False,True,True,False,25,17,9,False,83053
ja/activities/kailua-bay-mokulua-island-self-guided-kayak-tour/index.html,ja,False,short,False,True,True,False,32,26,9,False,79985
ja/activities/kailua-e-bike-kau-kau-guided-adventure/index.html,ja,False,good,False,True,True,False,39,36,9,False,82682
ja/activities/kailua-flat-island-popoia-island-guided-kayak-e-bike-adventure/index.html,ja,False,good,False,True,True,False,35,28,9,False,81893
ja/activities/kailua-kayak-twin-islands-guided-tour/index.html,ja,False,short,False,True,True,False,36,33,9,False,83274
ja/activities/kaneohe-sandbar-kayak-rentals/index.html,rentals,True,good,False,True,True,False,1,1,3,False,18753
ja/activities/kaneohe-sandbar-kayak-ultimate-guide/index.html,ja,True,good,False,True,True,False,1,1,1,False,17596
ja/activities/kawela-bay-self-guided-kayak-tour/index.html,ja,False,short,False,True,True,False,28,15,10,False,94264
ja/activities/lanikai-beach-self-guided-e-bike-snorkel-adventure/index.html,ja,False,good,False,True,True,False,38,35,9,False,84893
ja/activities/lanikai-beach-self-guided-snorkel/index.html,ja,True,good,False,True,True,False,31,28,9,False,97857
ja/activities/oahu-snorkel-tour/index.html,ja,True,good,False,True,True,False,0,0,0,False,4404
ja/activities/oahu-surf-lessons/index.html,ja,False,short,False,True,True,False,24,19,9,False,78987
ja/activities/page/2/index.html,ja,False,good,False,True,True,False,39,32,31,False,117640
ja/activities/page/3/index.html,ja,False,good,False,True,True,False,39,32,31,False,118038
ja/activities/popoia-island-and-kailua-bay-guided-kayak-tour/index.html,ja,False,short,False,True,True,False,38,31,9,False,83864
ja/activities/rainforest-guided-hike/index.html,ja,True,short,False,True,True,False,21,19,9,False,86260
ja/activities/rainforest-oahu-stand-up-paddle-boarding/index.html,ja,False,short,False,True,True,False,24,21,9,False,81299
ja/activities/sharks-cove-self-guided-snorkel/index.html,ja,False,good,False,True,True,False,37,34,9,False,86796
ja/activities/west-oahu-guided-snorkel-tour/index.html,ja,False,good,False,True,True,False,32,30,9,False,81355
ja/ariyoshis-summer-vacation-rainforest-kayak-tour-oahu-hawaii-2017/index.html,ja,False,short,False,True,True,False,14,11,3,False,65295
ja/become-a-partner/index.html,ja,False,short,False,True,True,False,13,11,1,False,64254
ja/cancellation-policy/index.html,ja,False,good,False,True,True,False,13,11,3,False,63251
ja/chinamans-hat-kayak-tour/index.html,ja,True,short,False,True,True,False,13,11,3,False,67527
ja/contact-us/index.html,ja,True,short,False,True,True,False,13,11,1,False,72632
ja/faq-oahu-beach-gear-rentals/index.html,rentals,False,short,False,True,True,False,13,11,3,False,67907
ja/faq/faq-chinamans-hat-kayak-hike/index.html,ja,False,short,False,True,True,False,13,11,3,False,68285
ja/faq/faq-oahu-beach-gear-rentals/index.html,rentals,False,short,False,True,True,False,13,11,3,False,68232
ja/faq/index.html,ja,False,short,False,True,True,False,13,11,3,False,65904
ja/guides/beginner-kayaking-hawaii/index.html,ja,True,short,False,False,False,False,21,14,6,False,92519
ja/guides/best-snorkeling-spots-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,92020
ja/guides/chinamans-hat-tide-guide/index.html,ja,True,short,False,True,True,False,0,0,1,False,13031
ja/guides/eating-your-way-windward-to-north-shore/index.html,ja,False,short,False,True,True,False,1,1,1,False,16620
ja/guides/electric-beach/index.html,ja,True,good,False,True,True,False,20,14,6,False,103394
ja/guides/family-outdoor-activities-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91642
ja/guides/hawaii-trip-planning-checklist/index.html,ja,True,short,False,False,False,False,21,14,6,False,91857
ja/guides/honeymoon-tours-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91647
ja/guides/index.html,ja,False,short,False,True,True,False,14,12,3,False,62387
ja/guides/japanese-speaking-guides-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91795
ja/guides/kailua-beach-complete-guide/index.html,ja,True,short,False,False,False,False,21,14,6,False,91565
ja/guides/kailua-beach-park/index.html,ja,True,good,False,True,True,False,20,14,6,False,101416
ja/guides/kailua-vs-lanikai/index.html,ja,True,good,False,True,True,False,21,15,5,False,183807
ja/guides/lanikai-beach/index.html,ja,True,good,False,True,True,False,20,14,6,False,101867
ja/guides/lanikai-pillbox-hike/index.html,ja,True,good,False,True,True,False,21,15,5,False,184564
ja/guides/oahu-kayak-safety-tide-guide/index.html,ja,False,short,False,True,True,False,2,0,1,False,22300
ja/guides/ocean-kayaking-beginners-oahu/index.html,ja,True,good,False,True,True,False,20,14,6,False,102967
ja/guides/ocean-safety-guide-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91619
ja/guides/sea-turtle-watching-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91897
ja/guides/sea-turtles-oahu/index.html,ja,True,good,False,True,True,False,20,14,6,False,98818
ja/guides/sunrise-kayak-oahu/index.html,ja,True,short,False,False,False,False,21,14,6,False,91573
ja/guides/waimanalo-beach/index.html,ja,True,short,False,True,True,False,21,15,5,False,184227
ja/index.html,ja,False,short,False,True,True,False,23,16,8,False,97404
ja/job-dashboard/index.html,ja,False,short,False,True,True,False,13,11,1,False,60330
ja/job/hiring-kayak-delivery-driver-jobs-in-laie/index.html,ja,False,short,False,True,True,False,14,12,1,False,63744
ja/join-the-team/index.html,ja,False,short,False,True,True,False,14,12,3,False,65174
ja/kailua-oahu-storefront/index.html,ja,False,short,False,True,True,False,17,15,1,False,72197
ja/kaneohe-bay-sandbar-kayak/index.html,ja,True,short,False,True,True,False,13,11,3,False,67531
ja/kayak-kailua/index.html,ja,True,short,False,True,True,False,13,11,3,False,67467
ja/multi-day-kayak-and-beach-gear-rentals/index.html,rentals,False,short,False,True,True,False,30,28,6,False,101222
ja/multi-day-kayak-and-beach-gear-rentals/kayak-beach-gear-rental-partners/become-a-partner/index.html,rentals,False,short,False,True,True,False,13,11,1,False,65086
ja/multi-day-kayak-and-beach-gear-rentals/kayak-beach-gear-rental-partners/index.html,rentals,False,short,False,True,True,False,19,17,3,False,82592
ja/oahu-equipment-rentals/chinamans-hat-kayak-rentals/index.html,rentals,False,short,False,True,True,False,26,17,5,False,80383
ja/oahu-equipment-rentals/how-to-transport-kayaks-and-sups-from-our-shop-in-kailua-to-the-beach/index.html,rentals,False,short,False,True,True,False,48,44,1,False,108538
ja/oahu-equipment-rentals/index.html,rentals,False,short,False,True,True,False,27,23,6,False,77034
ja/oahu-equipment-rentals/kayak-rental-delivery-locations/index.html,rentals,False,short,False,True,True,False,14,11,4,False,68095
ja/oahu-equipment-rentals/kayak-rental-near-chinamans-hat/index.html,rentals,False,short,False,True,True,False,24,19,6,False,79098
ja/oahu-equipment-rentals/page/2/index.html,rentals,False,short,False,True,True,False,27,23,6,False,77051
ja/oahu-kayaking-and-beach-adventures/chinamans-hat-kayak-adventure/index.html,ja,False,short,False,True,True,False,20,18,3,False,103521
ja/oahu-kayaking-and-beach-adventures/index.html,ja,False,short,False,True,True,False,14,11,3,False,86826
ja/oahu-kayaking-and-beach-adventures/kahana-river-kayak-adventure/index.html,ja,False,good,False,True,True,False,26,24,1,False,79516
ja/oahu-kayaking-and-beach-adventures/kalama-beach-bodyboarding-adventure/index.html,ja,False,good,False,True,True,False,31,27,1,False,86813
ja/oahu-kayaking-and-beach-adventures/kaneohe-sandbar-self-guided-kayak-adventure/index.html,ja,False,good,False,True,True,False,27,22,1,False,84710
ja/oahu-kayaking-and-beach-adventures/lanikai-e-bike-and-snorkel-self-guided-tour/index.html,ja,False,short,False,True,True,False,28,24,1,False,84617
ja/oahu-kayaking-and-beach-adventures/lanikai-e-bike-snorkel-and-pillbox-hike-self-guided-adventure/index.html,ja,False,good,False,True,True,False,26,22,1,False,84173
ja/oahu-kayaking-and-beach-adventures/lanikai-pillbox-hike-adventure-guide/index.html,ja,False,good,False,True,True,False,28,25,1,False,81854
ja/oahu-kayaking-and-beach-adventures/mokulua-islands-self-guided-kayak-adventure/index.html,ja,False,good,False,True,True,False,27,24,1,False,86901
ja/oahu-kayaking-and-beach-adventures/popoia-island-kayaking-adventure/index.html,ja,False,short,False,True,True,False,38,33,1,False,98640
ja/oahu-kayaking-and-beach-adventures/ultimate-guide-for-kailua-beach-park-experience-windward-oahus-safest-and-most-adventurous-beach/index.html,ja,False,short,False,True,True,False,67,62,1,False,137818
ja/oahu-kayaking-and-beach-adventures/ultimate-guide-to-lanikai-beach/index.html,ja,False,good,False,True,True,False,24,22,1,False,84024
ja/privacy-policy/index.html,ja,False,good,False,True,True,False,13,11,3,False,68031
ja/rentals/cruiser-oahu-beach-equipment-rental-package/index.html,rentals,True,good,False,True,True,False,29,25,8,False,92005
ja/rentals/explorer-oahu-kayak-rental-package/index.html,rentals,True,good,False,True,True,False,41,30,8,False,96185
ja/rentals/kailua-beach-bike-rentals/index.html,rentals,False,short,False,True,True,False,22,20,6,False,72158
ja/rentals/kayak-sup-trolley/index.html,rentals,False,short,False,True,True,False,28,23,10,False,84168
ja/rentals/oahu-beach-chair-rentals/index.html,rentals,False,short,False,True,True,False,23,18,10,False,83730
ja/rentals/oahu-beach-umbrella-rentals/index.html,rentals,False,short,False,True,True,False,23,21,10,False,84420
ja/rentals/oahu-beginner-surf-board-rentals/index.html,rentals,False,short,False,True,True,False,23,20,10,False,83332
ja/rentals/oahu-boogie-board-rentals/index.html,rentals,False,short,False,True,True,False,21,18,10,False,83234
ja/rentals/oahu-cooler-rentals/index.html,rentals,False,short,False,True,True,False,21,19,10,False,82336
ja/rentals/oahu-dry-bag-rentals/index.html,rentals,False,short,False,True,True,False,21,19,10,False,81604
ja/rentals/oahu-kayak-anchor-rentals/index.html,rentals,False,short,False,True,True,False,21,19,10,False,82500
ja/rentals/oahu-life-vest-rentals/index.html,rentals,False,short,False,True,True,False,24,21,10,False,83494
ja/rentals/oahu-snorkel-mask-and-fin-rentals/index.html,rentals,False,short,False,True,True,False,23,21,10,False,83464
ja/rentals/oahu-stand-up-paddle-board-rentals-sup-hire/index.html,rentals,False,short,False,True,True,False,25,21,10,False,84401
ja/rentals/oahu-tandem-kayak-rentals/index.html,rentals,False,short,False,True,True,False,37,22,10,False,92176
ja/rentals/oahu-tandem-kayak-rentals/kailua-kayak-rentals/index.html,rentals,False,short,False,True,True,False,31,28,10,False,87574
ja/rentals/oahu-tandem-kayak-rentals/mokolii-kayak-rentals/index.html,rentals,False,short,False,True,True,False,39,32,10,False,92519
ja/rentals/snorkel-gear-rentals/index.html,rentals,False,short,False,True,True,False,22,17,11,False,92177
ja/reviews/index.html,ja,False,short,False,True,True,False,15,11,3,False,69884
ja/reviews/page/2/index.html,ja,False,short,False,True,True,False,15,11,3,False,70035
ja/reviews/page/3/index.html,ja,False,short,False,True,True,False,15,11,3,False,70475
ja/reviews/page/4/index.html,ja,False,short,False,True,True,False,15,11,3,False,70475
ja/reviews/page/5/index.html,ja,False,short,False,True,True,False,15,11,3,False,70433
ja/sharks-cove-snorkeling/index.html,ja,True,short,False,True,True,False,13,11,3,False,67516
ja/stand-up-paddleboard-rental/index.html,ja,True,short,False,True,True,False,13,11,3,False,67542
ja/trip-cancellation-insurance-terms-and-conditions/index.html,ja,False,good,False,True,True,False,13,11,3,False,64478
job-dashboard/index.html,other,True,short,False,True,True,False,13,11,1,True,65216
job/hiring-kayak-delivery-driver-jobs-in-laie/index.html,other,True,good,False,True,True,False,14,12,1,True,74972
join-the-team/index.html,other,True,short,False,True,True,False,14,12,3,True,71279
kailua-ebike-route/index.html,other,False,good,False,False,False,False,19,13,9,True,178349
kailua-kayak/index.html,other,True,good,False,False,False,False,20,14,6,True,80018
kailua-oahu-storefront/index.html,other,True,good,False,True,True,False,17,15,1,True,77404
kailua-town-history/index.html,other,False,short,False,False,False,False,19,13,6,True,102321
kaneohe-bay-sandbar-kayak/index.html,other,False,missing,False,True,True,False,0,0,0,False,1446
kaneohe-bay-sandbar-tide-guide/index.html,other,True,good,False,False,False,False,4,2,1,True,39716
kaneohe-sandbar-tide-guide/index.html,other,True,good,False,False,False,False,20,14,6,True,81504
kaneohe-sandbar/index.html,other,True,good,False,False,False,False,20,14,6,True,84820
kayak-kailua/index.html,other,True,good,False,True,True,False,20,14,6,True,81859
kayak-rentals/index.html,rentals,True,good,False,False,False,False,20,14,8,True,88528
kayak-safety-guide/index.html,other,True,good,False,False,False,False,20,14,6,True,88195
kualoa-bay-guide/index.html,other,True,short,False,False,False,False,20,14,6,True,81588
laie-bay-goat-island-kayaking/index.html,other,False,good,False,False,False,False,20,14,9,True,104935
lanikai-ebike-snorkel-self-guided-guide/index.html,other,False,good,False,False,False,False,19,13,8,True,111716
lanikai-vs-hanauma-bay-snorkeling/index.html,other,True,good,False,False,False,False,20,14,6,True,84653
living-aloha-respectful-travel/index.html,other,False,good,False,False,False,False,15,12,6,True,87469
mokolii/index.html,other,True,good,False,False,False,False,20,14,6,True,79124
multi-activity-adventure-packages/index.html,other,False,good,False,False,False,False,19,13,8,True,97809
multi-day-kayak-and-beach-gear-rentals/index.html,rentals,True,good,False,True,True,False,30,28,6,True,109667
multi-day-kayak-and-beach-gear-rentals/kayak-beach-gear-rental-partners/become-a-partner/index.html,rentals,True,good,False,True,True,False,13,11,1,True,69444
multi-day-kayak-and-beach-gear-rentals/kayak-beach-gear-rental-partners/index.html,rentals,True,short,False,True,True,False,19,17,3,True,88454
multi-day-rentals/index.html,rentals,True,good,False,False,False,False,20,14,8,True,88518
oahu-equipment-rentals/chinamans-hat-kayak-rentals/index.html,rentals,True,short,False,True,True,False,26,17,5,True,87874
oahu-equipment-rentals/extend-the-aloha-donate-your-beach-gear-before-you-fly/index.html,rentals,True,good,False,False,False,False,21,14,1,True,85400
oahu-equipment-rentals/how-to-transport-kayaks-and-sups-from-our-shop-in-kailua-to-the-beach/index.html,rentals,True,good,False,True,True,False,48,44,1,True,118710
oahu-equipment-rentals/index.html,rentals,True,good,False,True,True,False,27,23,6,True,90127
oahu-equipment-rentals/kayak-rental-delivery-locations/index.html,rentals,True,good,False,True,True,False,15,12,4,True,73728
oahu-equipment-rentals/kayak-rental-near-chinamans-hat/index.html,rentals,True,short,False,True,True,False,24,20,6,True,87457
oahu-equipment-rentals/page/2/index.html,rentals,True,short,False,True,True,False,27,23,6,True,90258
oahu-equipment-rentals/standard-meeting-location-info/index.html,rentals,True,good,False,False,False,False,14,11,3,True,71036
oahu-hawaii-kayaking-guide/index.html,other,True,good,False,False,False,False,14,11,3,True,77069
oahu-hawaii-kayaking-guide/renting-a-kayak-and-paddling-to-mokolii-island-on-oahu/index.html,other,True,good,False,False,False,False,25,22,4,True,115993
oahu-kayak-safety-tide-index-map/index.html,other,False,good,False,False,False,False,0,0,2,False,16780
oahu-kayaking-and-beach-adventures/best-places-to-kayak-on-oahu/index.html,other,True,good,False,False,False,False,29,26,1,True,100508
oahu-kayaking-and-beach-adventures/chinamans-hat-kayak-adventure/index.html,other,True,good,False,True,True,False,20,18,3,True,119611
oahu-kayaking-and-beach-adventures/discover-oahus-best-snorkel-spot-at-electric-beach/index.html,other,True,good,False,False,False,False,21,19,1,True,84195
oahu-kayaking-and-beach-adventures/e-bike-rentals-in-kailua/index.html,rentals,True,good,False,False,False,False,22,19,1,True,83693
oahu-kayaking-and-beach-adventures/guide-to-towing-kayaks-with-e-bikes-in-kailua/index.html,other,True,good,False,False,False,False,21,16,1,True,83794
oahu-kayaking-and-beach-adventures/hidden-hawaiian-paradise-explore-kawela-bay-on-oahu/index.html,other,True,good,False,False,False,False,24,21,1,True,85304
oahu-kayaking-and-beach-adventures/honolulu-the-best-food-activities-and-social-scene-on-oahu/index.html,other,True,good,False,False,False,False,15,13,1,True,77646
oahu-kayaking-and-beach-adventures/index.html,other,True,good,False,True,True,False,14,11,3,True,92920
oahu-kayaking-and-beach-adventures/kahana-river-kayak-adventure/index.html,other,True,short,False,True,True,False,26,24,1,True,94177
oahu-kayaking-and-beach-adventures/kailua-e-bike-kau-kau-guided-adventure/index.html,other,True,good,False,False,False,False,27,25,1,True,89994
oahu-kayaking-and-beach-adventures/kalama-beach-bodyboarding-adventure/index.html,other,True,good,False,True,True,False,31,27,1,True,93315
oahu-kayaking-and-beach-adventures/kaneohe-sandbar-kayak-experience/index.html,other,True,short,False,False,False,False,21,18,4,True,95700
oahu-kayaking-and-beach-adventures/kaneohe-sandbar-self-guided-kayak-adventure/index.html,other,True,good,False,True,True,False,27,22,1,True,92487
oahu-kayaking-and-beach-adventures/kayak-deliveries-on-oahu/index.html,other,True,good,False,False,False,False,21,19,1,True,80590
oahu-kayaking-and-beach-adventures/lanikai-e-bike-and-snorkel-self-guided-tour/index.html,other,True,good,False,True,True,False,28,24,1,True,92151
oahu-kayaking-and-beach-adventures/lanikai-e-bike-snorkel-and-pillbox-hike-self-guided-adventure/index.html,other,True,good,False,True,True,False,26,22,1,True,90820
oahu-kayaking-and-beach-adventures/lanikai-pillbox-hike-adventure-guide/index.html,other,True,good,False,True,True,False,28,25,1,True,88456
oahu-kayaking-and-beach-adventures/mokulua-islands-self-guided-kayak-adventure/index.html,other,True,good,False,True,True,False,27,24,1,True,93312
oahu-kayaking-and-beach-adventures/popoia-island-kayaking-adventure/index.html,other,True,good,False,True,True,False,38,33,1,True,117506
oahu-kayaking-and-beach-adventures/rent-beach-gear-for-multiple-days-with-active-oahu/index.html,other,True,good,False,False,False,False,18,15,1,True,81305
oahu-kayaking-and-beach-adventures/store-your-bags-explore-kailua-bounce-luggage-storage-service-available-at-active-oahu/index.html,other,True,good,False,False,False,False,14,11,3,True,79301
oahu-kayaking-and-beach-adventures/the-ultimate-guide-for-the-north-shore-of-oahu/index.html,other,True,good,False,False,False,False,16,14,1,True,82620
oahu-kayaking-and-beach-adventures/the-ultimate-guide-to-exploring-windward-oahu/index.html,other,True,good,False,False,False,False,28,23,1,True,96728
oahu-kayaking-and-beach-adventures/top-5-things-to-do-on-oahu/index.html,other,True,good,False,False,False,False,31,28,1,True,97917
oahu-kayaking-and-beach-adventures/top-things-to-do-near-ko-olina-resort/index.html,other,True,good,False,False,False,False,13,11,3,True,78945
oahu-kayaking-and-beach-adventures/ultimate-guide-for-kailua-beach-park-experience-windward-oahus-safest-and-most-adventurous-beach/index.html,other,True,good,False,True,True,False,67,62,1,True,149467
